"text","y"
"One Night at McCool's is a very funny movie that is more intelligent than what it should be. Its form is more sophisticated than what I expected, and its randomness was superb. The thoughts behind the movie (mysogeny, sadism, stupid men) are are infantile. That's what I have to say about this movie is that not only does it hate women, but it loathes men. It doesn't have any sympathy for any of the men, really. It seems that way because of the form, but the ending says it all. Nobody cares.<br /><br />The form has the first 2/3 of the movie told in flashback by three characters: Dillon, the stupid bartender; Reiser, the mysogenistic stupid lawyer; and Goodman, the stupid, holier-than-thou cop. The story is therefore always perverted by their own self images and altered realities. Reiser's BBQ fantasy is a great touch. In the end, we never really know the truth, and nothing is what it seems. Dillon was never that innocent, etc. <br /><br />Actually, the rest of the movie is funny too. From the randomness of the last 5 seconds of the movie to the overly-obviousness of Tyler's manipulations, the movie seems to have an energy all its own. Everything is just out of the blue, and nothing seems to make sense. Do we really care if it does? No. <br /><br />It is also a very dark comedy, but has a shallow presentation. Think Nurse Betty, or Jawbreaker. Very candy coated outside, dark chewy inside. If you like your movies random, dark, or just purely mean, see this movie. This one will satisfy your urges for the strangeness that is One Night at McCool's.<br /><br />8/10",1
"Jewel Thief is one of those suspense thrillers in which the viewers are left guessing till the end who the villain is. Suspense builds from the very first scene when the jewel thief becomes a national problem and there are cleverly concealed clues in the film so that you can guess who is the jewel thief. The story portrays that Dev Anand (Vinay in the film) and the jewel thief have identical faces. But you get a 1000 watt shock when you finally come to know the villain. There are many surprises and a lot of fishy stuff going on but there is time for romance and six melodious ever lasting songs sung by Lata Mangeshkar, Asha Bhosle, Kishore Kumar and Mohmmad Rafi.<br /><br />This film was also talked about for its song's videos. Consider the teasing and counter teasing in Asman Ke Neeche. Or the blocking of road by Dev Anand when Tanuja was going out with her friends in Yeh Dil Na Hota Bechara. Or the romantic Dil Pukare Are Are in the beautiful Sikkim. Or the wonderful dance by Vyjantimala in Hotho Pe Aisi Baat. Add to it Rulake Gaya Sapna Mera and Raat Akeli Hain and you will never forget this film for any reason.<br /><br />Able acting by Dev Anand, Ashok Kumar, Tanuja and Vyjantimala and direction by Vijay Anand (Dev Anand's younger brother) makes this one of the best loved Hindi films of all times even today.",1
"Following up the 1970s classic horror film Carrie with this offering, is like Ford following the Mustang with the Edsel. This film was horrendous in every detail. It would have been titled Beverly Hill 90210 meets Mystery Science Theater 3000, but both of those shows far exceed this tripe. This film was scarcely a horror film. I timed about 3 minutes of gore and 90 minutes of lame high school hazing and ritual. Wow, what a surprise, Carrie's weird friend commits suicide! Wow, Carrie misconstrues her love interests affections! Wow, the in-crowd sets up Carrie! Wow, the jocks have a sexual scoring contest! What this film needed was way more action and far less tired teen cliches. This film is totally unviewable.",0
"I just loved watching it though and having fun with it's total badness of a film. I saw this film through the helpful sarcasm of Mystery Science Theater 3000 and I have the DVD. If you flip the to the other side of the DVD, they show the actual movie, so I gave it a chance. Seriously, folks this is grilled cheese.<br /><br />The acting, special effects, and plot in general is very cheesy and unrealistic. ""Doesn't she need lungs"" said Crow noticing how the head can still talk while it doesn't have a body, and Tom Servo just wistfully remarks ""No, she's got neck juice!"". The ending is just classic and no one can touch this soundtrack with K-Porn! I loved the ""cat fight"" between the two strippers. That ""Meow"" after the fight or scene, whatever, was classic. So, in some ways this was a fun movie. I think for horror fans, you'll probably enjoy it. For a good time, watch the MSTK3 version, you'll get a great laugh.<br /><br />MST3K version: 10/10 The Brain that would die: 1/10",0
"Movie about two Australian girls--Debbie (Nell Schofield) and Sue (Sue Knight)--and what happens when they become girlfriends of two surfer guys.<br /><br />I caught this at an art cinema here in America in 1981. Technically I was still a teenager (I was 19) so I was interested in seeing how Australian teens acted. Script wise there's nothing new here. It shows the usual teenage adventures dealing with dating, sex, suicide etc etc. I always knew what was going to happen before it did but I was never bored. What I found interesting was, despite the accent and a few changes in clothes and hair, these teenagers aren't much different than American teens. They had many of the same difficulties and hang-ups. Also this was based on a book from a real surfer girl and her true life adventures and (I heard) it was a faithful adaptation of it. The acting was just OK but the actors were attractive and this was well-made and pretty interesting. So this is no unsung masterpiece but a pretty accurate portrayal of what it's like being a teenager and trying to be with the popular kids. I give it a 7.",1
"In these days of ultra-fast processors and the Internet, coming up with a movie like ""The Matrix"" may seem merely the next step from coining the term 'cyberspace', but do you remember what computers were like in 1974? Right. To come up with the notion of virtual reality back then is truly an amazing feat of the imagination. Fassbinder's movie, of course, has none of the massive gunslinging and pyrotechnics, and a lot of 'artsy' elements instead, but the atmosphere it creates is intense and poses the question how we can know what is real in a dark and gripping manner, making this a chiller and a thriller for the mind. It also takes it up a notch on more recent VR stories: if you get out of one cyberspace, can you be sure you didn't just emerge into another level of virtual reality?",1
"I read reviews on this movie and decided to give it a shot. I'm an open minded guy after all and I’ve given good reviews to some pretty bad flicks. As the end credits rolled on this one I searched for meaning and something nice to say. Here goes: ""This film was mercifully short."" That's all I got.<br /><br />Okay, Okay. The sets and visuals were well done and the music helped lend to the mood of asylum life but the film was painful to watch and the endless dialogue took away from the good bits. I did find myself laughing at this film but the way you laugh at your best friend who just embarrassed himself in front of a large crowd.<br /><br />By the time of the ""chicken dance"" at the finale I had just decided to tuck and roll with the film and let the bodies fall where they fall. I don't know what could have salvaged this film. The acting was not bad and it looked like it had a budget but there just wasn't any way to make it watchable; not even the presence of beautiful bare breasts. Maybe I should have sparked a doobie or drank a LOT of beer to get the full experience of the film. Either way, I'm not watching this film again unless I'm really depressed. Then I can tell myself “At least I wasn’t in ‘Dr. Tarr's Torture Dungeon.’ I’m better than those guys.""",0
"Yeah, unfortunately I came across the DVD of this and found that it was incredibly awful.<br /><br />First of all, the characters suck. I mean, come on, if some dork in an orange hat who calls himself 'Orange Sherbert' is the best creative idea these guys could come up for a character, then they should definitely not be in the film-making scene. Poor ""costumes"", bad ""interviews"", and basically there is not one ""wrestler"" on this whole disc with any shred of charisma.<br /><br />The ""wrestling"" in Splatter Rampage Wrestling is nothing more than these idiots gently and playfully bouncing together on a trampoline. They make sure to giggle together all the while, too, making the experience seem more like a toddler's playtime than a ""wrestling deathmatch"".<br /><br />Basically, Splatter Rampage Wrestling is a pretty lackluster Backyard Wrestling clone. Only, instead of blood, weapons, mayhem, and WRESTLING, we get a trampoline, giggling kids, TERRIBLE audio, and some guy called Orange Sherbert.<br /><br />Wrestling fan or not, avoid this DVD. It's awful.",0
"Knowing how old a film is, ought to prepare the viewer for a few things, and, with those things in mind, perhaps the movie'll be more tolerable. So it was when I watched Revolt of the Zombies. The heavy reliance on tedious dialogue and corny movements should be expected, as should the primitiveness (or absence) of special effects in those days. A great deal is asked from the imagination of the onlooker - maybe too much, in this case. And the plot isn't easy to follow: Some zombiefied southeast Asian soldiers in WWI performed very admirably. Although skeptical as to why, if true, the explanation should stay out of the wrong hands, so, off goes a group to archaeologically investigate. The key to long-distance hypnosis is learned by a member of the expedition, who uses it to, among other purposes, temporarily dispense with the beau of the gal for whom he has the hots. To prove his love for her, he gives up his hold on everybody, which he shouldn't have done 'cause, once they're all unzombiefied, many want to kill him so that he'll never control them again. Below average, even with precautionary forethought. Recommended for only the extremely patient.",0
"The definition of an abomination as defined by Webster's Dictioary is ""a cause of abhorrence or disgust."" If someone can think of a more appropriate word or definition than this for Alone in the Dark, please let me know because this is the best I can come up with. However, I do no feel that in anyway this word describes how truly awful this film is.<br /><br />I went to see this film with two of my roommates. One has very similar tastes to me, the other is an action/adventure flick guru. This latter guy usually doesn't care about the size of the plot holes, as long as the movie contains lots of explosions he will walk away satisfied.<br /><br />That being said we entered the theater for the Friday viewing of Alone in the Dark. Little to my surprise we were the only people in the theater. When it started I knew why immediately.<br /><br />It begins with the worst opening scene of any movie, and unfortunately I have to admit it only gets worse from there. The opening scene is a 5 minute scroll text that is narrated. Yet, I understand why it was narrated. The director must have understood that only illiterate people would even ascertain the thought of PAYING to see this movie. Yet, not only is this first scene the longest scroll text in the history of cinema, but it also makes no sense. It seems as if in the same sequence we are hearing about to completely separate movies. One is about an ancient civilization and its tampering with a portal, the other is about a crazy scientist and his experiments on orphans. If you are reading this and are confused, you are not alone.<br /><br />Then the awful storyline, acting, effects, and camera work begin. Tara Reid is horrendous as an actress. She does nothing to even for one second make you think that she is a museum curator. Slater is just bad, not convincing, and has no chemistry with Reid.<br /><br />The plot is probably the worst thing ever created by man. The entire time myself and the roommate with similar tastes are asking questions like: What is this? And what is going on? Other than this scrolling garbage we have a few narrated sequences by Slater himself. Are they good? NO. Do they explain anything? NO. Do we at any point as an audience have the slightest inkling as to why we should care what happens? Once again, NO.<br /><br />Then we have a random sex scene. We are told that Slater and Reid are together, yet at no time do they act as though they even care about on another. But then BAM...sex scene. Once again I don't know.<br /><br />A good, oh i don't know, 30 seconds after that woeful scene ends we have a gunfight with 20 or so military and a similar number of alien things. This is set to a heavy-metal track and causes more brain hemorrhaging than one ever thought possible.<br /><br />And if that wasn't enough...<br /><br />There exists no main villain. There is the scientist and there are the ""alien"" things. At one point the scientist controls the alien things and stands on a hill commanding them to attack the military outpost. Why? How did he become the supreme commander of these things? Why do they listen to him? Once again I have no idea.<br /><br />The movie ends with Slater and Reid walking in an evacuated city. Why was the city evacuated? Did the alien things break through? Did the military tell them? Who knows...and by this point who cares? I didn't and you won't.<br /><br />But to top it off, Slater and Reid are attacked by an alien thing. Even though it was stated that alien things will be killed by exposure to sunlight. And thats right, you guessed it, it the middle of the *&%$ing day and it's bright as can be. Maybe the alien thing bought a pair of sunglasses, I don't know and I don't care.<br /><br />Now after the movie ended I ran outside the theater, all 6 foot 6 inches of me, waving my arms and shaking my afro telling everyone not to go see this movie. Even my gung-ho action/adventure roommate (who would consider a movie that just cut and pasted 2 hours of explosion into 1 film to be the greatest thing ever created) admitted that plot holes were very evident in this film.<br /><br />To sum up this CRAP-FEST i give it a 0.0/10 and would give it lower if I could.<br /><br />Unequivocally, the worst movie ever made. I wouldn't wish this movie on my worst enemy.",0
"is seismic activity with little or negligible results on the surface. So in that respect, IMDb's average voting score is spot on.<br /><br />A Spanish film made in the USA with third or fourth rate actors giving a kind of ""Falcon Crest"" dimension to the whole affair is a wonderful way to waste your time, as well as wasting the money of those who backed the project financially.<br /><br />The slugs involved are originals from Asturias, northern Spain, but as they were not allowed into the United States, plastic ones had to be made. However, chopping them up in the lettuce being used for making the evening dinner-time salad contrasts rather weirdly with Parisienne music as well as a rather tatty array of other US forgotten hits (or misses if you have no idea who was responsible for composing it). The actors involved were also a rather tatty array, just suitable for a low-budget film which might be categorised as horrific, horrifying, horrible or just simple awful.<br /><br />As a result, the outcome is negligible on the surface, undetected underground, and about as attractive as Chapter 17,000 of Coronation Street or the latest news from Baghdad.",0
"This movie was by far the worst movie I've ever had to endure. I couldn't believe that they tried to pass it off as a serious movie, it was so bad I couldn't even laugh at it's pathetic attempt to entertain me. If you want cheesy horror that you can laugh at, rent Dr. Giggles instead.",0
"Perfect for families with small children who are looking for lighthearted films that contain no violence and are enthralling for the child and amusing, albeit, completely corny, to adults. Not a bad film for a low-budget job. Children will be amazed with Santa's workshop and the ""magic"" that enables him to enter homes through chimneys that appear too small, or homes that have no chimneys at all!<br /><br />Kids will thrill over the Santa's success at thwarting the nasty devil named Pitch (complete in classic red outfit with horns and tail!). They will sympathize with the poor little girl who's greatest wish is to have a little doll to love. And the poor little rich boy who only wishes to spend time with his forever absent parents. And what child does not know someone at school who are just like the nasty boys that are enlisted by Pitch to help capture Santa and ruin Christmas? In the end, everyone, including the nasty boys, get just what they deserve for Christmas!<br /><br />The film will endear children to both Santa and the message of love he delivers to people throughout the world.<br /><br />",1
"I admit I have a weakness for alternate history stories, from ITS A WONDERFUL LIFE to GROUNDHOG DAY to 12:01. Among those greats is this little gem. It's pretty difficult to get through MR. DESTINY without giving a nod of appreciation to each and every cast member, from the goodhearted James Belushi to the murderous Courtney Cox. This movie lacks the gravitas and scale to make it a great film, but it's a fine cheer-up on a rainy afternoon. It's also a great rental for an inexpensive date.",1
"I'm new to gaming, but I would have started MUCH sooner if this film had been around! I caught it at Gen Con last year (a trip made only as a favor to my husband) and LOVED it! Even to a non-gamer like I was at the time, it's funny and accessible--so much so that I finally relented and started sitting in on my husband's gaming group.<br /><br />I don't want to give away any plot details, but if you're a gamer, you NEED to see this film--and if you're not, you're going to have a great time despite yourself. There are certainly ""in"" jokes, but the vast majority of the film is accessible to anyone.<br /><br />My only complaints: wish it were longer and wish it were available on DVD. Soon, perhaps?...",1
"I saw this movie in part because of some positive comments here on IMDb. After wishing I had those 90 minutes of my life back, I feel it's my duty to get on here myself and say...Please don't bother watching this movie.<br /><br />I can't argue with the actors efforts - they did what they could given the material, but that material is dreadful. The pace was deadly - slow, meandering, and you saw everything coming about an hour away, and then it took forever to happen. The dialogue was boring, pointless, not funny at all. The characters were all completely unsympathetic. And the cinematography was, in my opinion, very low quality - the cliché of ""character uses home video machine!"" was used to very bad effect.<br /><br />Yes, Jeri Ryan is a cool person. Don't let that sucker you into wasting your time on this film.",0
"One of the best comedians ever. I've seen this show about 10 times and will probably watch it at least 100 more. My friends and family quote from this DVD so often, you'd think we did nothing other than watch it. The beginning part about Alcatraz is a little bit slow, but either wade through it or zip on through to the part where Eddie is on stage. Watch for the ""Cake or Death"" part (Joking about the Church of England) and the ""Hitler/Pol Pot"" part (Hard to explain, just watch it). The best part of the show may be Eddie's facial expressions. He can really say a lot with his eyes. (Mascara, eyeliner, and eyeshadow probably help, huh?) Fair warning: Eddie does have a tendency to throw a lot of four-letter words in.",1
"This film has a really weird mixture of genres - toilet humour and action in one. It doesn't really pull it off - it should have stuck to one genre. The best thing I can say about the movie is that the dog in it is cute.<br /><br />The most disturbing sequence is in the middle of the film when Moses (Sandler) and Carter (Wayans) decide to stop off at a hunting lodge/motel. I'm not quite sure what the point of this sequence is - it just seems gratuitous in the extreme. The proprietor of the hunting lodge (""Charlie"") is a very nerdy looking guy. For some reason, Moses starts a conversation with Charlie about porno, jacking off, homosexual sex, sex in a threesome... Charlie's photo of his ""wife"" appears to be Charlie dressed in drag. There is no reason for this really juvenile dialogue and scene. Anyway, the whole scene seems to be directed to the moment when a naked Moses ends up with Carter's gun up his butt and Charlie sees them through the window. It all reeks of school boy humour about homosexuality - horrified and titillated all at the same time - which I don't find funny at all.<br /><br />I have a friend who is always raving about Adam Sandler movies. This is the first one I've seen - after this, I'm not sure I want to see any more.<br /><br />BTW, this is my husband's account - he's seen Happy Gilmore, and he tells me it's quite good - maybe I should give Sandler just one more chance.<br /><br />Countess Skogg",0
"Why can't more directors these days create horror movies like ""The Shining""? There's an easy answer to that: modern day directors are not Stanley Kubrick. Kubrick proved once-and-for-all with this movie that he is truly one of the greatest directors and auteurs of all time.<br /><br />So, the plot is fairly simple. A man named Jack Torrance (played brilliantly by Jack Nicholson)and his family move into a large, secluded hotel to watch over it for the off-season. The kicker is that the previous caretaker of the hotel savagely murdered his wife and two girls. What follows can most readily be summed by the title of the movie, but you have to watch it to see what I mean.<br /><br />This is the first movie in a very long time to strike me as ""scary"". It's some seriously messed up stuff, but in a good way. One of the things that adds to the scare factor is the amazing music. Music has been a major part of Kubrick's movies (2001: A Space Oddysey and A Clockwork Orange, just to name a couple) and he definitely doesn't disappoint with this one. The score completely sets the tone and this film would not be the same without it.<br /><br />Finally, I must comment on Nicholson's legendary performance. Jack is terrifyingly convincing as a crazy killer. In fact, just his stare steals a few scenes of this movie. This is top-notch acting that must be seen to believe.<br /><br />There will never be a horror movie that quite matches this one. R.I.P. Stanley.",1
"Tim Meadows has to be the most underrated of SNL's recent cast members. What initially was a low-brow look at a sleazy gigilo develops into a thoroughly entertaining 90 minute run, albeit, still low-brow. Don't pop this one in expecting beautiful cinematography or Oscar-worthy performances. Walk into it expecting brilliant silliness with Tim Meadows and Will Ferrell doing what they do best - making the audience laugh.<br /><br />Leon ""The Ladies' Man"" Phelps is a naive, likable radio sex show host who knows very little about anything except the ways of the wang. As a gifted Ladies Man, he lays waste to the wives of countless saps who've banded together in order to hunt him down. The director does an inspired job of guiding the actors on a comedic tryst which makes up completely for the lack of plot development. How much plot would one expect from an SNL skit? While some scenes are a little off the mark, for the most part, Meadows' one liners and absurd sexual comments hit the funny bone squarely. For instance, in one scene, Meadows compares himself to Mother Theresa, but for bonin'. Sure it's crass, but don't we all in the privacy of our homes get a chuckle out of his advice to an entire city for ""doin' it in the butt""? In another scene, immediately after a heartfelt kiss with the female lead, he suddenly remembers the name of his would be benefactor, a woman he slept with years ago. He stands up in front of the woman who's obviously fallen for him and proclaims that ""The Ladies' Man is back,"" to her obvious chagrin.<br /><br />Billy Dee Williams hits the ball out of the park as the bartender/narrator. Will Ferrell, the repressed homosexual, rounds out solid performances.<br /><br />See this movie if you're into adult humor. If not, stay away with extreme prejudice.",1
"I'd really, really wanted to see this movie, and waited for months to get it through our Blockbuster Total Access account. When it showed up in our mailbox, I threw it straight into the DVD player.<br /><br />I was very sadly disappointed, which in turn made me mad. I'll give any movie a chance, even if I want to walk out of the theater/press 'stop'. I watched it all the way through, but didn't get anything from it but frustration.<br /><br />The acting was very, very good, but that was about it. Nothing is explained; while we understand that Mathieu becomes depressed and lands in a psych ward of some kind, we're never given insight to his 'downfall'. While we understand that he and Cedric break up, again, we don't see it happen or WHY it happened. During an interview with Mathieu's doctor, Cedric reveals that he'd cheated on him once, but it was no big deal. I expected to see this in flashbacks, but no--nothing. We also gets the hints that Cedric was the one to bring Mat to the hospital--but AGAIN, we don't see it.<br /><br />I know some movies are a 'take it as it is' basis, but this movie honestly ticked me off. When Pierre, Cedric's ex shows up in the club and starts trouble, we don't see hide nor hair of him until near the end, and it took me a good chunk of time to figure out that Pierre WAS the ex. His personality at the club and when Mat finds him are entirely different. I might even be wrong saying this, it was that confusing.<br /><br />The film expects you to know everything and move along with its disjointed, out-of-place and confusing pace. I can keep up with films like 'Pi', 'Citizen Kane' and other films that have flashbacks/flash-forwards left and right, but CU didn't capture and hold onto the style. At the end of 'Citizen Kane', you know what's going on and discover the answer to the main mysteries. CU just leaves you hanging. It has an air of pretension in its 'we're not gonna tell you a damned thing, figure it out for yourself' presentation. It's like reading a book with the chapters switched around and pages missing.<br /><br />Good acting, like I said. I liked the characters, but the whole story was just too disappointing.",0
"This was the first Mickey Mouse cartoon released and the first cartoon with sound. In the cartoon, Mickey does not yet wear gloves. He does not yet speak either. All he does is whistle and play music. The song that he plays is ""Turkey in the Straw"" using several farm animals as musical instruments. For example, he plays the teeth of a cow like a xylophone and pulls nursing piglets like an accordion keyboard. I taped this cartoon off of the Disney Channel and I think it is wonderful. It was based on a silent film starring Buster Keaton entitled ""Steamboat Bill, Jr.""",1
"This movie was probably about as silly as The Naked Gun (which was supposed to be). Case in point:<br /><br />1. In order to fake her drowning Roberts is secretly taking swimming lessons at the YWCA. After her ""death"" the YWCA calls her husband at work to give their condolences. HELLO how did they get his work number?<br /><br />2. Before she leaves town she drops her wedding ring in the toilet. Days or even weeks later her hubby finds it in the John. Does this mean the toilet was never flushed?<br /><br />3. No explanation is given on how she is paying for her mothers care in the retirement home (since she did it behind her RICH husbands back).<br /><br />4. Towards the end of this tiresome film Roberts suspects her husband is in the house. Instead of running for her life she runs to the kitchen instead to see if the cans are stacked neatly.",0
"This film looks great, and that's about where my praise ends. ""Love Is a Many Splendored Thing"" came out in the very schizophrenic year of 1955, when candy-coloured nonsense like this co-existed with trail-blazing artistic fair like ""Kiss Me Deadly."" As a trend toward smaller, socially conscious films like ""On the Waterfront"" and ""Marty"" established itself in the mid-50's, other directors felt the need to stick with the unchallenging, pandering melodrama that classifies so many other films from that decade, and ""Love"" is one of the latter.<br /><br />This is the kind of 50's movie where the Technicolor is used to its garish utmost and the lighting is invariably high-key; even scenes taking place in a dark room or at night are brighter than the average sunny day. I never want to hear the theme song again, as it's played frequently enough over the course of the film to last anyone a lifetime, and I certainly don't want to hear it sung by the shrill, ear-piercing choir that belts it out over the end titles. Jennifer Jones and William Holden are passable, but really anybody could have played these parts. Jones' role is horribly written--her character is incredibly inconsistent, and it seems as if whenever her character is required to make a decision about something, the screenwriters flipped a coin to decide what that decision would be.<br /><br />People will undoubtedly tell me I'm taking this film too seriously, that I'm unromantic, etc. But I loved ""All That Heaven Allows,"" released the same year and just as cornball in its own way, except that Douglas Sirk is able to turn melodrama into an art form, whereas Henry King (director of ""Love"") is not.<br /><br />I'm usually able to enjoy bad melodrama, but in this case I was just bored.<br /><br />Grade: D+",0
"when the gilmore girls started in Germany i did not want to watch them because for me it was just something which was not unique. it was a series and i even did not know someone in it. later on, i realized that edward hermann is part of the cast of overboard (a movie, i absolutely adore). i had to watch it once with a friend and never stopped since. it's just fun. you have the feeling that it is okay to have sex before being married and it's okay to be a coffee junkie and to eat unhealthy stuff all the time. i do not do these things all the time but when i do these things i feel a little bit like a gilmore girl. even my boyfriend started to watch them and that tells something. from season to season it got better with the scripts and the stories. they have a open mind and by being different from every other show, you want to be like them.",1
"<br /><br />I have to admit to enjoying bad movies. I love them I watch all of them. Horror especially. My friends and I all gather after a hard week at school and work, rent some crazy tapes, order a pizza and have a blast. One of the ones we got at Hollywood Video, was this one, Zombie Bloodbath. This one had a great box, so I was expecting less than usual.<br /><br />The story is about a housing project that is built over a nuclear facility that has had the above-ground layers bulldozed, and the other underground layers are simply covered up. The inhabitants of this neighborhood find the covered up facility when some kids fall into a hole inside a cave. This wakes up some zombies.<br /><br />From this point on, it's chunk-city. The gore effects and action never stop until the end credits roll.<br /><br />OK, it's not great art, but this one, with it's in-joke dialogue and over-the-top gruesome stuff was our favorite of the evening. Actually, it was one of the best ""party tapes"" I have ever had the pleasure of watching. And you could tell it was done on no money, with a bunch of crazy people. There are hundreds of zombies, and the Director looks like Brendan Frazer (he has a cameo) and it is just a wild trip.",1
"Just a great soundtrack. Really enjoyable music. Outstanding cast, great lead performance. Worth watching.<br /><br />Doesn't really explain what happened to the neighborhood. You are left feeling that integration is to blame or that with the departure of the lead character the neighborhood disintegrated.<br /><br />This movie seems well researched and extremely well crafted. I especially enjoyed some of the minor characters like Jeffrey Wright.<br /><br />The cutting during the opening sequence helps express what a lively, engaging and desirable experience that nightclub would have been with the jump music, food, drink, dancing, gambling and sex.",1
"Fans of the HBO series ""Tales From the Crypt"" are going to love this MOH episode. Those who know the basic archetypal stories that most of the classic EC comics were based on, will recognize this one right off the bat.<br /><br />Underrated indie favorite Martin Donovan (also an excellent writer - co-author of the screenplays for APARTMENT ZERO and DEATH BECOMES HER) is the kind of guy whose everyman good looks can go either way. He could play a really nice if misunderstood guy-next-door, or he can play the same role with a creepy undertone of corrosive sleaziness. In the case of RIGHT TO DIE, he takes the latter approach, and it definitely works.<br /><br />Donovan is a doctor who has recently had an affair with his slutty office receptionist (Robin Sydney), much to the displeasure of his inconsolable, unforgiving spouse, Abbey (Julia Anderson). When the two of them get involved in a terrible car accident while returning from an unsuccessful weekend of ""making up,"" and she's horribly burned in a fire, he's reluctant to pull the plug on her, not without some enthusiastic nudging from his even sleazier lawyer and best buddy (Corbin Bernsen, looking the worse for wear these days.) <br /><br />But Abbey's never been one to give up without a fight, and that's where the EC-theme of the episode comes in. Cuckolded husbands - and wives - have always been the genre's favorite subject matter for some spooky (and OOKY) supernatural shenanigans, and this case is definitely no exception. If anything, the ramped-up quotient of sex and gore must have Bill Gaines cackling with glee in his mausoleum somewhere.<br /><br />And that's not to mention that John Esposito's original script does give the adultery angle just a slight twist. You don't realize as you're watching that you only know half the story, until close to the end...(think WHAT LIES BENEATH with more guts and gazongas, and you're there.)<br /><br />Not a bad effort, but not the best of the lot, either. At least Rob Schmidt does display touches of flair here and there with the direction, especially in a scene that makes cell phone picture messaging into a truly horrifying experience indeed! As with most MOH episodes, this one is following a prevalent theme this season of flaying and dismemberment, so the extremely squeamish need not apply.",1
"This movie is truly brilliant. It ducks through banality to crap at such speed you don't even see good sense and common decency to mankind go whizzing past. But it doesn't stop there! This movie hits the bottom of the barrel so hard it bounces back to the point of ludicrous comedy: behold as Kor the Beergutted Conan wannabe with the over-abundance of neck hair struts his stuff swinging his sword like there's no tomorrow (and the way he swung it, I really am amazed there *was* a tomorrow for him, or at least, for his beer gut). Don't miss this movie, it's a fantastic romp through idiocy, and sheer bloody mindedness! And once you have finished watching this one, dry the tears of joy (or tears of frustration at such an inept attempt at storytelling) from your eyes because some stupid f00l gave these people another $5 to make a sequel!",0
"Seeing Gary Busey in a G rated film was a first and a nice one at that. I don't know much about the director, but he obviously knows how to spend a few dollars and get the most out of them. Where did Jillian Clare come from? My kids love her! The only thing I remember Christopher Atkins doing was Blue Lagoon. Disney needs to see this film and put him to work. The wife thinks he is very cute. I liked what he did with his character. He seemed so real. What we liked most was the message this film sends out. Greed sucks and faith, love and family wins! This is the first low-budget DVD we've bought that had so much stuff on it. The producers made this one for kids and the kids loved it. They liked the music and all the extras on the DVD. The director probably won't stick to family movies, but I hope he does - cause he really knows how to get the most out of kids, animals and stars like Gary Busey. The dog was great and seeing Gary Busey act like a dog was even funnier. There wasn't much we didn't like about this one. It hard to find a family film without all the crude humor, and Quigley was a delightful surprise.",1
"I am not so much like Love Sick as I image. Finally the film express sexual relationship of Alex, kik, Sandu their triangle love were full of intenseness, frustration and jealous, at last, Alex waked up and realized that they would not have result and future.Ending up was sad.<br /><br />The director Tudor Giurgiu was in AMC theatre on Sunday 12:00PM on 08/10/06, with us watched the movie together. After the movie he told the audiences that the purposed to create this film which was to express the sexual relationships of Romanian were kind of complicate.<br /><br />On my point of view sexual life is always complicated in everywhere, I don't feel any particular impression and effect from the movie. The love proceeding of Alex and Kiki, and Kiki and her brother Sandu were kind of next door neighborhood story.<br /><br />The two main reasons I don't like this movie are, firstly, the film didn't told us how they started to fall in love? Sounds like after Alex moved into the building which Kiki was living, then two girls are fall in love. It doesn't make sense at all. How a girl would fall in love with another girl instead of a man. Too much fragments, you need to image and connect those stories by your mind. Secondly, The whole film didn't have a scene of Alex and Kik's sexual intercourse, that 's what I was waiting for. However, it still had some parts were deserved to recommend. The ""ear piercing "" part was kind of interesting. Alex was willing to suffer the pain of ear piercing to appreciate kik's love. That was a touching scene which gave you a little idea of their love. Also, the scene of they were lying in the soccer field, the conversation express their loves were truthful and passionate.",0
"You just need to see this as a poorly executed anti abortion propaganda and you will realize just how bad it really is. The main message of this movie is that even the sickest of persons can't commit an abortion. If you ask that's not a long way away from blowing up abortion clinics. So this guy wants to kill some poor girl but he has to convince her to do an abortion first. What a load of crap. And the worst part is that he has an convincing argument (bringing a child into a loveless environment), but that is supposed to be dismissed because he's a freak anyway. And the part with the bible pushers...first they throw this girl out just because she explains someone stole her money (that rule must be in the bible somewhere) and then on the end they are some sort of angel like deus ex machina delivering the killer from evil by harassing him on his front yard. Come on. Other downpoints include a very confusing scenario (and I don't mean in a good way)...so this guy is just some psycho why? Because his mother fed his some liver once? And I don't know about the rest of you but he seemed like the nicest person in the world throughout the whole move! even though he was a wearing girlie clothes, stealing money and taping girls in his car. If you forget the idiot story, this movie has a really great cinematography and Bob Hoskins was really great, and it has one of those funny little English cars in it. If it was actually about some psycho killer I'd give it a 7 at least.",0
"Waco: Rules of Engagement does a very good job of not drawing conclusions for its viewers. It simply presents interviews, footage from the standoff, footage of the Congressional hearings, phone conversations, expert testimony, etc. and allows you to draw your own conclusion.<br /><br />I hardly intend to imply that the data presented here was done with 100% objectivity but it is very convincing. You won't like Koresh any more after you see this than you did before, but I tend to think that you will come to believe, as I now do, there is much that we were not told about what happened before and during the standoff.",1
